Outliers for BigSolDB:
Index: 15, SMILES: COC(=O)[C@@H](N)CS.Cl, Value: 0.1268
Index: 24720, SMILES: O=[N+]([O-])N(CCO)CCO.O=[N+]([O-])O.O=[N+]([O-])O, Value: 0.45571
Index: 24721, SMILES: O=[N+]([O-])N(CCO)CCO.O=[N+]([O-])O.O=[N+]([O-])O, Value: 0.51917
Index: 24722, SMILES: O=[N+]([O-])N(CCO)CCO.O=[N+]([O-])O.O=[N+]([O-])O, Value: 0.55781
Index: 24744, SMILES: Oc1ccc(OCc2ccccc2)cc1, Value: 0.1247
Index: 24787, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.13036
Index: 24788, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.17416
Index: 24789, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.22006
Index: 24790, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.27649
Index: 24791, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.33958
Index: 24792, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.41105
Index: 24793, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.48764
Index: 24794, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.55906
Index: 24799, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.1369
Index: 24800, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.1798
Index: 24801, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.238
Index: 24802, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.2777
Index: 24803, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.3226
Index: 24804, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.3687
Index: 24805, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.4324
Index: 24806, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.4936
Index: 24807, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.5572
Index: 24808, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.6376
Index: 24809, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.702
Index: 24889, SMILES: Nc1ccc(Cl)cc1[N+](=O)[O-], Value: 0.1241
Index: 24890, SMILES: Nc1ccc(Cl)cc1[N+](=O)[O-], Value: 0.1452
Index: 24971, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.1406
Index: 24972, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.1709
Index: 24973, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.2074
Index: 24974, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.2469
Index: 24975, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.2989
Index: 24976, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.3587
Index: 24977, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.4281
Index: 24978, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.5018
Index: 25023, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.121
Index: 25024, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.1393
Index: 25030, SMILES: O=C1Cc2ccccc2N1, Value: 0.1234
Index: 25031, SMILES: O=C1Cc2ccccc2N1, Value: 0.1457
Index: 25032, SMILES: O=C1Cc2ccccc2N1, Value: 0.1708
Index: 25033, SMILES: O=C1Cc2ccccc2N1, Value: 0.1959
Index: 25034, SMILES: O=C1Cc2ccccc2N1, Value: 0.227
Index: 25035, SMILES: O=C1Cc2ccccc2N1, Value: 0.2848
Index: 25110, SMILES: NC(=O)c1ccccc1N, Value: 0.1514
Index: 25111, SMILES: NC(=O)c1ccccc1N, Value: 0.1828
Index: 25152, SMILES: NS(=O)(=O)c1ccccc1, Value: 0.118
Index: 25193, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.1241
Index: 25194, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.1435
Index: 25195, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.1675
Index: 25196, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.1954
Index: 25197, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.2276
Index: 25198, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.2641
Index: 25199, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.31
Index: 25200, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.3624
Index: 25201, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.4242
Index: 25202, SMILES: N#CCc1ccccc1[N+](=O)[O-], Value: 0.4979
Index: 25272, SMILES: Nc1cccc2cccc(N)c12, Value: 0.1159
Index: 25273, SMILES: Nc1cccc2cccc(N)c12, Value: 0.1392
Index: 25274, SMILES: Nc1cccc2cccc(N)c12, Value: 0.1664
Index: 25275, SMILES: Nc1cccc2cccc(N)c12, Value: 0.1967
Index: 25276, SMILES: Nc1cccc2cccc(N)c12, Value: 0.2313
Index: 25332, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.1474
Index: 25350, SMILES: N#CCc1ccc([N+](=O)[O-])cc1, Value: 0.1244
Index: 25351, SMILES: N#CCc1ccc([N+](=O)[O-])cc1, Value: 0.1449
Index: 25352, SMILES: N#CCc1ccc([N+](=O)[O-])cc1, Value: 0.1693
Index: 25353, SMILES: N#CCc1ccc([N+](=O)[O-])cc1, Value: 0.1964
Index: 25354, SMILES: N#CCc1ccc([N+](=O)[O-])cc1, Value: 0.2279
Index: 25427, SMILES: Cc1ccc(S(N)(=O)=O)cc1, Value: 0.118
Index: 25428, SMILES: Cc1ccc(S(N)(=O)=O)cc1, Value: 0.1301
Index: 25429, SMILES: Cc1ccc(S(N)(=O)=O)cc1, Value: 0.1433
Index: 25430, SMILES: Cc1ccc(S(N)(=O)=O)cc1, Value: 0.1588
Index: 25444, SMILES: N#Cc1cccc([N+](=O)[O-])c1, Value: 0.1164
Index: 25445, SMILES: N#Cc1cccc([N+](=O)[O-])c1, Value: 0.1382
Index: 25446, SMILES: N#Cc1cccc([N+](=O)[O-])c1, Value: 0.1635
Index: 25447, SMILES: N#Cc1cccc([N+](=O)[O-])c1, Value: 0.1964
Index: 25509, SMILES: O=C(O)Cc1cccc2ccccc12, Value: 0.121
Index: 25510, SMILES: O=C(O)Cc1cccc2ccccc12, Value: 0.138
Index: 25511, SMILES: O=C(O)Cc1cccc2ccccc12, Value: 0.173
Index: 25541, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.1347
Index: 25542, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.1658
Index: 25545, SMILES: CC(=O)c1cccc([N+](=O)[O-])c1, Value: 0.1156
Index: 25546, SMILES: CC(=O)c1cccc([N+](=O)[O-])c1, Value: 0.1466
Index: 25547, SMILES: CC(=O)c1cccc([N+](=O)[O-])c1, Value: 0.1846
Index: 25548, SMILES: CC(=O)c1cccc([N+](=O)[O-])c1, Value: 0.233
Index: 25549, SMILES: CC(=O)c1cccc([N+](=O)[O-])c1, Value: 0.292
Index: 25550, SMILES: CC(=O)c1cccc([N+](=O)[O-])c1, Value: 0.3673
Index: 25551, SMILES: CC(=O)c1cccc([N+](=O)[O-])c1, Value: 0.4539
Index: 25553, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.1231
Index: 25554, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.1461
Index: 25555, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.1744
Index: 25556, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.2062
Index: 25557, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.2437
Index: 25558, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.287
Index: 25559, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.336
Index: 25560, SMILES: CC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.3891
Index: 25565, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.1394
Index: 25566, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.1677
Index: 25567, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.1993
Index: 25568, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2341
Index: 25569, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2724
Index: 25570, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.3141
Index: 25597, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.3009
Index: 25598, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.3304
Index: 25599, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.3682
Index: 25600, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.4192
Index: 25601, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.4746
Index: 25602, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.5426
Index: 25603, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.6328
Index: 25604, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.7216
Index: 25605, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.8483
Index: 25649, SMILES: CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O, Value: 0.13645
Index: 25650, SMILES: CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O, Value: 0.16405
Index: 25651, SMILES: CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O, Value: 0.19414
Index: 25652, SMILES: CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O, Value: 0.2254
Index: 25747, SMILES: O=C1OC(=O)c2c(Cl)cccc21, Value: 0.1228
Index: 25748, SMILES: O=C1OC(=O)c2c(Cl)cccc21, Value: 0.1423
Index: 25749, SMILES: O=C1OC(=O)c2c(Cl)cccc21, Value: 0.1654
Index: 25750, SMILES: O=C1OC(=O)c2c(Cl)cccc21, Value: 0.1928
Index: 25751, SMILES: O=C1OC(=O)c2c(Cl)cccc21, Value: 0.2252
Index: 25752, SMILES: O=C1OC(=O)c2c(Cl)cccc21, Value: 0.2631
Index: 25754, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.1209
Index: 25755, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.143
Index: 25756, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.1674
Index: 25757, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.1936
Index: 25758, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.2211
Index: 25759, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.2491
Index: 25760, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.2771
Index: 25761, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.3044
Index: 25762, SMILES: O=C1OC(=O)c2cc(Cl)ccc21, Value: 0.3306
Index: 25789, SMILES: O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1, Value: 0.12174
Index: 25790, SMILES: O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1, Value: 0.15484
Index: 25896, SMILES: CC(=O)N1CN(C(C)=O)CN(C(C)=O)C1, Value: 0.14227
Index: 25897, SMILES: CC(=O)N1CN(C(C)=O)CN(C(C)=O)C1, Value: 0.20179
Index: 26082, SMILES: Clc1ccc2c(Cl)ccnc2c1, Value: 0.129711
Index: 26235, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.38679
Index: 26236, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.36486
Index: 26237, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.33558
Index: 26238, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.30238
Index: 26239, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.26683
Index: 26240, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.24477
Index: 26241, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.2161
Index: 26242, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.19667
Index: 26243, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.1757
Index: 26244, SMILES: Nc1nc2ccc(OC(F)(F)F)cc2s1, Value: 0.15646
Index: 26323, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.12
Index: 26324, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.1435
Index: 26325, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.1728
Index: 26326, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.203
Index: 26327, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.2434
Index: 26328, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.2834
Index: 26329, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.3303
Index: 26439, SMILES: Cc1cc(C)[nH]n1, Value: 0.1158
Index: 26489, SMILES: COc1cc(CO)ccc1O, Value: 0.127
Index: 26490, SMILES: COc1cc(CO)ccc1O, Value: 0.22
Index: 26577, SMILES: Nc1ccccc1N, Value: 0.1205
Index: 26578, SMILES: Nc1ccccc1N, Value: 0.1283
Index: 26579, SMILES: Nc1ccccc1N, Value: 0.1345
Index: 26580, SMILES: Nc1ccccc1N, Value: 0.1434
Index: 26581, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.1645
Index: 26582, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.1833
Index: 26583, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.2036
Index: 26584, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.2256
Index: 26585, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.2505
Index: 26586, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.2769
Index: 26587, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.3067
Index: 26588, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.3382
Index: 26589, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.3714
Index: 26590, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.4092
Index: 26591, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.4494
Index: 26592, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.4903
Index: 26593, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.5324
Index: 26631, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.1297
Index: 26632, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.161
Index: 26633, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.1989
Index: 26717, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.5213
Index: 26718, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.5454
Index: 26719, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.6034
Index: 26720, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.6833
Index: 26721, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.7535
Index: 26722, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.7923
Index: 26723, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.8319
Index: 26724, SMILES: Cc1ccc(C(C)C)c(O)c1, Value: 0.8828
Index: 26777, SMILES: Cc1cccc([N+](=O)[O-])c1N, Value: 0.1186
Index: 26778, SMILES: Cc1cccc([N+](=O)[O-])c1N, Value: 0.1325
Index: 26779, SMILES: Cc1cccc([N+](=O)[O-])c1N, Value: 0.1477
Index: 26780, SMILES: Cc1cccc([N+](=O)[O-])c1N, Value: 0.1646
Index: 26781, SMILES: Cc1cccc([N+](=O)[O-])c1N, Value: 0.183
Index: 26782, SMILES: Cc1cccc([N+](=O)[O-])c1N, Value: 0.2027
Index: 26953, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.1442
Index: 26954, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.1968
Index: 26955, SMILES: Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1, Value: 0.2707
Index: 26983, SMILES: O=C1C=CC(=O)O1, Value: 0.13901
Index: 26993, SMILES: C/C=C/C(=O)O, Value: 0.136
Index: 26994, SMILES: C/C=C/C(=O)O, Value: 0.1681
Index: 26995, SMILES: C/C=C/C(=O)O, Value: 0.2141
Index: 26996, SMILES: C/C=C/C(=O)O, Value: 0.2597
Index: 27175, SMILES: CSCCC(NC(C)=O)C(=O)O, Value: 0.14014
Index: 27269, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.12536
Index: 27270, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.15276
Index: 27271, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.18953
Index: 27272, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.22958
Index: 27273, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.27988
Index: 27274, SMILES: NC(=O)[C@@H]1CCCN1, Value: 0.35453
Index: 27315, SMILES: c1cnc2[nH]ccc2c1, Value: 0.204
Index: 27316, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2174
Index: 27317, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2312
Index: 27318, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2466
Index: 27319, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2621
Index: 27320, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2791
Index: 27321, SMILES: c1cnc2[nH]ccc2c1, Value: 0.2976
Index: 27322, SMILES: c1cnc2[nH]ccc2c1, Value: 0.3152
Index: 27323, SMILES: c1cnc2[nH]ccc2c1, Value: 0.3358
Index: 27324, SMILES: c1cnc2[nH]ccc2c1, Value: 0.3602
Index: 27401, SMILES: CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O, Value: 0.13372
Index: 27402, SMILES: CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O, Value: 0.168331
Index: 27403, SMILES: CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O, Value: 0.207924
Index: 27471, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.1234
Index: 27472, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.1389
Index: 27473, SMILES: CC(C)(c1ccc(O)cc1)c1ccc(O)cc1, Value: 0.1528
Index: 27539, SMILES: CC(=O)N1CCC[C@H]1C(=O)O, Value: 0.14266
Index: 27540, SMILES: CC(=O)N1CCC[C@H]1C(=O)O, Value: 0.17737
Index: 27546, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.1195
Index: 27547, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.1278
Index: 27548, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.1423
Index: 27549, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.1753
Index: 27550, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.2075
Index: 27551, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.2482
Index: 27552, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.2928
Index: 27553, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.3403
Index: 27554, SMILES: CCCOC(=O)c1ccc(O)cc1, Value: 0.4062
Index: 27593, SMILES: O=C(O)Cc1ccc([N+](=O)[O-])cc1, Value: 0.1306
Index: 27605, SMILES: Oc1ccc(OCc2ccccc2)cc1, Value: 0.1163
Index: 27648, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.1231
Index: 27649, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.15598
Index: 27650, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.19615
Index: 27651, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.24487
Index: 27652, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.30359
Index: 27653, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.39393
Index: 27654, SMILES: Cc1nc(CCl)nc2ccccc12, Value: 0.46664
Index: 27664, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.1367
Index: 27665, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.1885
Index: 27666, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.2602
Index: 27667, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.3454
Index: 27668, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.5001
Index: 27669, SMILES: COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC, Value: 0.6271
Index: 27840, SMILES: O=P(O)(O)c1ccccc1, Value: 0.24043
Index: 27841, SMILES: O=P(O)(O)c1ccccc1, Value: 0.25142
Index: 27842, SMILES: O=P(O)(O)c1ccccc1, Value: 0.26466
Index: 27843, SMILES: O=P(O)(O)c1ccccc1, Value: 0.2768
Index: 27844, SMILES: O=P(O)(O)c1ccccc1, Value: 0.29077
Index: 27845, SMILES: O=P(O)(O)c1ccccc1, Value: 0.30691
Index: 27846, SMILES: O=P(O)(O)c1ccccc1, Value: 0.31735
Index: 27847, SMILES: O=P(O)(O)c1ccccc1, Value: 0.33093
Index: 27848, SMILES: O=P(O)(O)c1ccccc1, Value: 0.34574
Index: 27849, SMILES: O=P(O)(O)c1ccccc1, Value: 0.36074
Index: 27850, SMILES: O=P(O)(O)c1ccccc1, Value: 0.37647
Index: 27851, SMILES: O=P(O)(O)c1ccccc1, Value: 0.39357
Index: 27867, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.1197
Index: 27868, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.165
Index: 27869, SMILES: O=[N+]([O-])c1ncccc1O, Value: 0.2243
Index: 28273, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.11513
Index: 28274, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.14234
Index: 28275, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.16554
Index: 28276, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.1963
Index: 28277, SMILES: Cc1nc(C)c(C)nc1C, Value: 0.2489
Index: 28478, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.3231
Index: 28479, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.31491
Index: 28480, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.30328
Index: 28481, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.29229
Index: 28482, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.27985
Index: 28483, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.2681
Index: 28484, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.25356
Index: 28485, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.23999
Index: 28486, SMILES: O=C(O)c1c(O)cccc1O, Value: 0.22486
Index: 28512, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.1165
Index: 28513, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.1338
Index: 28514, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.1504
Index: 28515, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.1669
Index: 28516, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.1832
Index: 28517, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.1992
Index: 28518, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.2148
Index: 28519, SMILES: CC(C)(C)c1ccc(C(=O)O)cc1, Value: 0.2298
Index: 28555, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.1416
Index: 28556, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.1691
Index: 28557, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.1982
Index: 28558, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.2275
Index: 28559, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.2581
Index: 28560, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.2886
Index: 28561, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.3227
Index: 28562, SMILES: COc1ccc(CC(=O)O)cc1, Value: 0.3509
Index: 28600, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.1801
Index: 28601, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2062
Index: 28602, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.235
Index: 28603, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2656
Index: 28604, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.2978
Index: 28605, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.3359
Index: 28606, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.3689
Index: 28607, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.4067
Index: 28608, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.4459
Index: 28609, SMILES: O=C(O)Cc1ccccc1Cl, Value: 0.4858
Index: 28637, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.1552
Index: 28638, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.2128
Index: 28639, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.2836
Index: 28640, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.391
Index: 28641, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.5016
Index: 28642, SMILES: O=C(c1ccccc1)c1ccccc1, Value: 0.6717
Index: 28670, SMILES: OC/C=C/c1ccccc1, Value: 0.195
Index: 28671, SMILES: OC/C=C/c1ccccc1, Value: 0.242
Index: 28672, SMILES: OC/C=C/c1ccccc1, Value: 0.288
Index: 28673, SMILES: OC/C=C/c1ccccc1, Value: 0.33
Index: 28674, SMILES: OC/C=C/c1ccccc1, Value: 0.394
Index: 28675, SMILES: OC/C=C/c1ccccc1, Value: 0.446
Index: 28676, SMILES: OC/C=C/c1ccccc1, Value: 0.512
Index: 28677, SMILES: OC/C=C/c1ccccc1, Value: 0.582
Index: 28678, SMILES: OC/C=C/c1ccccc1, Value: 0.649
Index: 28723, SMILES: CC(=O)Nc1ccc(O)cc1, Value: 0.1215
Index: 28724, SMILES: CC(=O)Nc1ccc(O)cc1, Value: 0.1518
Index: 28725, SMILES: CC(=O)Nc1ccc(O)cc1, Value: 0.1364
Index: 28726, SMILES: CC(=O)Nc1ccc(O)cc1, Value: 0.1593
Index: 28769, SMILES: COC(=O)c1c(C)cc(O)c(C)c1O, Value: 0.1202
Index: 28770, SMILES: COC(=O)c1c(C)cc(O)c(C)c1O, Value: 0.1421
Index: 28771, SMILES: COC(=O)c1c(C)cc(O)c(C)c1O, Value: 0.1696
Index: 28772, SMILES: COC(=O)c1c(C)cc(O)c(C)c1O, Value: 0.2061
Index: 28804, SMILES: O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-], Value: 0.388071
Index: 28805, SMILES: O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-], Value: 0.412868
Index: 28806, SMILES: O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-], Value: 0.4413
